Transaction_ID,Date,Year,Month,Quarter,Category,Subcategory,Region,Country,Customer_Segment,Quantity,Unit_Price,Discount_Amount,Final_Unit_Price,Total_Amount,Shipping_Cost,Payment_Method,Order_Status,Customer_Satisfaction,Marketing_Channel
TXN_12391,2023-09-18,2023,9,Q3,Fashion,Men Clothing,North America,Mexico,New Customer,5,398.16,49.38,348.78,1743.9,0.0,COD,Delivered,5.0,Paid Ads
TXN_12392,2022-05-22,2022,5,Q2,Home & Living,Bedding,Latin America,Argentina,New Customer,1,772.58,39.73,732.85,732.85,0.0,Credit Card,Delivered,5.0,Organic Search
TXN_12393,2024-05-20,2024,5,Q2,Home & Living,Kitchen,Europe,France,New Customer,1,403.53,37.0,366.53,366.53,24.11,Bank Transfer,Delivered,4.0,Paid Ads
TXN_12394,2023-06-21,2023,6,Q2,Home & Living,Bedding,North America,Mexico,New Customer,1,406.91,21.77,385.14,385.14,12.23,Credit Card,Delivered,5.0,Social Media
TXN_12395,2024-08-31,2024,8,Q3,Electronics,Audio,Europe,Netherlands,Returning Customer,1,1423.92,78.67,1345.25,1345.25,0.0,Credit Card,Delivered,5.0,Social Media
TXN_12396,2023-10-19,2023,10,Q4,Home & Living,Decor,North America,USA,New Customer,1,818.85,78.64,740.21,740.21,0.0,COD,Delivered,5.0,Email Campaign
TXN_12397,2023-06-08,2023,6,Q2,Fashion,Accessories,Latin America,Chile,New Customer,1,327.95,25.46,302.49,302.49,22.7,COD,Delivered,5.0,Social Media
TXN_12398,2022-05-05,2022,5,Q2,Sports,Outdoor Gear,Asia Pacific,Singapore,New Customer,1,473.55,6.29,467.26,467.26,14.59,Bank Transfer,Delivered,5.0,Organic Search
TXN_12399,2024-07-09,2024,7,Q3,Fashion,Women Clothing,Asia Pacific,Singapore,Returning Customer,1,157.95,12.8,145.15,145.15,22.24,COD,Delivered,3.0,Paid Ads
TXN_12400,2024-02-20,2024,2,Q1,Home & Living,Kitchen,Europe,France,New Customer,1,224.34,4.57,219.77,219.77,16.13,PayPal,Delivered,5.0,Email Campaign
TXN_12401,2024-07-09,2024,7,Q3,Electronics,Laptops,Europe,Germany,Returning Customer,1,1389.15,14.34,1374.81,1374.81,0.0,Credit Card,Delivered,3.0,Paid Ads
TXN_12402,2024-10-20,2024,10,Q4,Sports,Fitness Equipment,Latin America,Brazil,New Customer,1,756.37,42.85,713.52,713.52,0.0,PayPal,Delivered,4.0,Direct
TXN_12403,2024-11-24,2024,11,Q4,Electronics,Audio,North America,Mexico,Returning Customer,1,1765.87,163.19,1602.68,1602.68,0.0,PayPal,Delivered,4.0,Email Campaign
TXN_12404,2022-10-26,2022,10,Q4,Electronics,Smartphones,North America,USA,New Customer,1,79.06,1.82,77.24,77.24,22.78,Credit Card,Delivered,5.0,Social Media
TXN_12405,2022-05-10,2022,5,Q2,Fashion,Accessories,Latin America,Argentina,VIP Customer,1,202.11,21.58,180.53,180.53,5.6,COD,Delivered,5.0,Social Media
TXN_12406,2024-09-11,2024,9,Q3,Fashion,Accessories,North America,USA,VIP Customer,2,282.92,63.0,219.92,439.84,8.79,Digital Wallet,Delivered,2.0,Direct
TXN_12407,2022-07-10,2022,7,Q3,Electronics,Tablets,North America,Mexico,VIP Customer,1,610.44,111.68,498.76,498.76,23.57,PayPal,Delivered,3.0,Organic Search
TXN_12408,2022-06-24,2022,6,Q2,Electronics,Audio,North America,Canada,Returning Customer,1,706.69,55.34,651.35,651.35,0.0,COD,Cancelled,,Paid Ads
TXN_12409,2022-10-11,2022,10,Q4,Fashion,Women Clothing,Asia Pacific,Australia,Returning Customer,1,216.16,21.24,194.92,194.92,11.33,Credit Card,Delivered,1.0,Organic Search
TXN_12410,2022-03-13,2022,3,Q1,Electronics,Smartphones,Europe,UK,New Customer,1,941.24,70.74,870.5,870.5,0.0,PayPal,Delivered,5.0,Direct
TXN_12411,2022-01-08,2022,1,Q1,Sports,Outdoor Gear,Asia Pacific,Australia,Corporate,1,763.19,181.83,581.36,581.36,0.0,Digital Wallet,Delivered,3.0,Email Campaign
TXN_12412,2022-06-02,2022,6,Q2,Sports,Outdoor Gear,North America,Mexico,VIP Customer,1,72.85,12.01,60.84,60.84,22.94,Digital Wallet,Delivered,3.0,Organic Search
TXN_12413,2024-05-14,2024,5,Q2,Home & Living,Kitchen,North America,USA,Returning Customer,5,49.17,5.64,43.53,217.65,23.32,Bank Transfer,Delivered,5.0,Paid Ads
TXN_12414,2022-06-27,2022,6,Q2,Home & Living,Furniture,Europe,France,VIP Customer,2,38.8,6.48,32.32,64.64,11.48,Digital Wallet,Delivered,5.0,Organic Search
TXN_12415,2023-07-05,2023,7,Q3,Electronics,Audio,Latin America,Brazil,Returning Customer,2,1283.34,1.93,1281.41,2562.82,0.0,COD,Delivered,5.0,Social Media
TXN_12416,2023-02-03,2023,2,Q1,Electronics,Accessories,Latin America,Chile,Corporate,1,444.49,103.61,340.88,340.88,12.56,COD,Delivered,4.0,Paid Ads
TXN_12417,2024-04-09,2024,4,Q2,Fashion,Women Clothing,Latin America,Chile,New Customer,1,240.37,0.37,240.0,240.0,9.68,Digital Wallet,Delivered,4.0,Organic Search
TXN_12418,2024-12-01,2024,12,Q4,Fashion,Men Clothing,Latin America,Chile,VIP Customer,1,746.4,148.58,597.82,597.82,0.0,Digital Wallet,Delivered,5.0,Social Media
TXN_12419,2022-05-29,2022,5,Q2,Home & Living,Kitchen,North America,Canada,Returning Customer,1,1210.19,51.89,1158.3,1158.3,0.0,Bank Transfer,Delivered,5.0,Email Campaign
TXN_12420,2024-07-17,2024,7,Q3,Electronics,Smartphones,Latin America,Argentina,VIP Customer,1,114.69,21.7,92.99,92.99,7.53,Credit Card,Delivered,2.0,Email Campaign
TXN_12421,2022-09-29,2022,9,Q3,Home & Living,Bedding,Asia Pacific,Singapore,VIP Customer,1,1278.43,248.86,1029.57,1029.57,0.0,COD,Delivered,5.0,Organic Search
TXN_12422,2023-01-18,2023,1,Q1,Home & Living,Bedding,North America,Canada,New Customer,1,1467.33,81.19,1386.14,1386.14,0.0,Credit Card,Delivered,5.0,Organic Search
TXN_12423,2024-01-25,2024,1,Q1,Electronics,Laptops,North America,Canada,New Customer,1,754.35,38.51,715.84,715.84,0.0,Credit Card,Delivered,4.0,Social Media
TXN_12424,2024-08-01,2024,8,Q3,Fashion,Accessories,Latin America,Argentina,VIP Customer,1,358.91,72.01,286.9,286.9,7.76,Bank Transfer,Delivered,2.0,Email Campaign
TXN_12425,2024-02-28,2024,2,Q1,Electronics,Audio,Europe,UK,New Customer,1,238.32,16.04,222.28,222.28,21.7,COD,Delivered,5.0,Referral
TXN_12426,2022-10-24,2022,10,Q4,Sports,Outdoor Gear,North America,Mexico,Returning Customer,1,577.4,23.26,554.14,554.14,0.0,PayPal,Delivered,3.0,Organic Search
TXN_12427,2024-06-11,2024,6,Q2,Electronics,Tablets,Europe,Germany,New Customer,1,389.74,36.75,352.99,352.99,11.69,COD,Delivered,5.0,Social Media
TXN_12428,2022-06-02,2022,6,Q2,Sports,Outdoor Gear,North America,Mexico,New Customer,1,849.93,77.63,772.3,772.3,0.0,Bank Transfer,Delivered,3.0,Organic Search
TXN_12429,2024-01-21,2024,1,Q1,Sports,Outdoor Gear,Europe,UK,Corporate,1,663.06,133.93,529.13,529.13,0.0,Bank Transfer,Delivered,4.0,Organic Search
TXN_12430,2024-02-03,2024,2,Q1,Fashion,Accessories,North America,Canada,New Customer,1,228.86,11.58,217.28,217.28,5.06,COD,Delivered,4.0,Organic Search
TXN_12431,2022-10-17,2022,10,Q4,Fashion,Women Clothing,Asia Pacific,Singapore,Corporate,1,418.64,107.4,311.24,311.24,5.36,Credit Card,Delivered,5.0,Direct
TXN_12432,2022-05-10,2022,5,Q2,Home & Living,Bedding,Europe,France,Returning Customer,2,632.71,60.15,572.56,1145.12,0.0,Digital Wallet,Delivered,4.0,Referral
TXN_12433,2022-12-18,2022,12,Q4,Home & Living,Decor,Europe,France,Corporate,1,1914.0,422.04,1491.96,1491.96,0.0,PayPal,Delivered,5.0,Email Campaign
TXN_12434,2024-10-27,2024,10,Q4,Fashion,Women Clothing,Asia Pacific,Australia,Corporate,2,22.43,3.66,18.77,37.54,15.4,COD,Delivered,5.0,Paid Ads
TXN_12435,2023-01-10,2023,1,Q1,Electronics,Laptops,Asia Pacific,Singapore,Corporate,1,518.72,88.41,430.31,430.31,13.39,Digital Wallet,Delivered,3.0,Email Campaign
TXN_12436,2024-02-04,2024,2,Q1,Home & Living,Furniture,Latin America,Brazil,VIP Customer,1,116.61,17.81,98.8,98.8,16.25,Credit Card,Delivered,4.0,Organic Search
TXN_12437,2022-07-07,2022,7,Q3,Home & Living,Furniture,Asia Pacific,India,New Customer,1,1112.78,93.9,1018.88,1018.88,0.0,Credit Card,Delivered,5.0,Direct
TXN_12438,2022-06-26,2022,6,Q2,Electronics,Tablets,Europe,Netherlands,VIP Customer,1,249.24,57.83,191.41,191.41,19.88,PayPal,Delivered,4.0,Organic Search
TXN_12439,2024-06-21,2024,6,Q2,Home & Living,Furniture,Europe,Germany,Returning Customer,1,113.35,5.24,108.11,108.11,21.19,COD,Delivered,5.0,Email Campaign
TXN_12440,2023-10-05,2023,10,Q4,Fashion,Men Clothing,North America,Canada,Returning Customer,1,143.08,10.03,133.05,133.05,24.76,Credit Card,Delivered,4.0,Social Media
TXN_12441,2024-10-29,2024,10,Q4,Home & Living,Kitchen,Asia Pacific,Australia,Returning Customer,1,363.69,23.49,340.2,340.2,20.95,COD,Processing,,Organic Search
TXN_12442,2024-08-17,2024,8,Q3,Sports,Outdoor Gear,Europe,Netherlands,Returning Customer,1,292.08,17.38,274.7,274.7,10.58,Digital Wallet,Delivered,4.0,Email Campaign
TXN_12443,2022-08-25,2022,8,Q3,Home & Living,Bedding,North America,Mexico,New Customer,1,1195.76,61.54,1134.22,1134.22,0.0,PayPal,Delivered,5.0,Email Campaign
TXN_12444,2024-08-29,2024,8,Q3,Electronics,Laptops,Asia Pacific,India,VIP Customer,2,465.77,100.41,365.36,730.72,0.0,Credit Card,Delivered,5.0,Paid Ads
TXN_12445,2022-03-14,2022,3,Q1,Home & Living,Kitchen,Asia Pacific,India,New Customer,1,255.98,19.83,236.15,236.15,18.28,Digital Wallet,Delivered,3.0,Email Campaign
TXN_12446,2023-03-31,2023,3,Q1,Electronics,Laptops,North America,Canada,Returning Customer,2,1790.18,38.19,1751.99,3503.98,0.0,Bank Transfer,Delivered,5.0,Direct
TXN_12447,2024-06-15,2024,6,Q2,Sports,Outdoor Gear,Europe,France,New Customer,1,840.36,12.72,827.64,827.64,0.0,COD,Cancelled,,Paid Ads
TXN_12448,2022-05-04,2022,5,Q2,Fashion,Accessories,Asia Pacific,Singapore,New Customer,1,38.68,1.66,37.02,37.02,8.88,COD,Delivered,5.0,Direct
TXN_12449,2023-03-25,2023,3,Q1,Home & Living,Kitchen,Asia Pacific,Japan,New Customer,1,834.33,80.74,753.59,753.59,0.0,Bank Transfer,Cancelled,,Paid Ads
TXN_12450,2023-04-12,2023,4,Q2,Electronics,Accessories,Asia Pacific,Singapore,Corporate,1,1834.26,423.77,1410.49,1410.49,0.0,Bank Transfer,Delivered,5.0,Referral
TXN_12451,2023-11-16,2023,11,Q4,Electronics,Smartphones,Latin America,Argentina,VIP Customer,1,2786.51,573.19,2213.32,2213.32,0.0,Digital Wallet,Delivered,5.0,Referral
TXN_12452,2024-01-08,2024,1,Q1,Electronics,Accessories,Asia Pacific,Australia,New Customer,1,206.12,19.81,186.31,186.31,8.19,COD,Delivered,1.0,Paid Ads
TXN_12453,2023-01-10,2023,1,Q1,Electronics,Smartphones,North America,Mexico,Returning Customer,1,1876.99,169.36,1707.63,1707.63,0.0,Bank Transfer,Delivered,4.0,Paid Ads
TXN_12454,2022-08-08,2022,8,Q3,Sports,Fitness Equipment,Latin America,Chile,Returning Customer,1,567.37,41.45,525.92,525.92,0.0,COD,Delivered,5.0,Paid Ads
TXN_12455,2022-07-28,2022,7,Q3,Home & Living,Decor,North America,USA,Returning Customer,1,1794.32,83.02,1711.3,1711.3,0.0,COD,Delivered,5.0,Direct
TXN_12456,2024-03-05,2024,3,Q1,Electronics,Smartphones,North America,USA,Returning Customer,1,690.64,20.37,670.27,670.27,0.0,Digital Wallet,Delivered,5.0,Paid Ads
TXN_12457,2024-03-07,2024,3,Q1,Sports,Fitness Equipment,Europe,Germany,Returning Customer,2,516.23,20.97,495.26,990.52,0.0,COD,Delivered,3.0,Organic Search
TXN_12458,2024-01-30,2024,1,Q1,Fashion,Women Clothing,Asia Pacific,Australia,New Customer,1,355.34,2.95,352.39,352.39,8.54,Credit Card,Delivered,5.0,Paid Ads
TXN_12459,2022-06-19,2022,6,Q2,Home & Living,Decor,Europe,Netherlands,Corporate,2,1625.57,435.23,1190.34,2380.68,0.0,COD,Delivered,4.0,Paid Ads
TXN_12460,2024-01-02,2024,1,Q1,Fashion,Men Clothing,North America,USA,New Customer,2,432.77,32.87,399.9,799.8,0.0,Credit Card,Delivered,5.0,Referral
TXN_12461,2022-06-11,2022,6,Q2,Electronics,Tablets,North America,Canada,Returning Customer,1,562.16,40.45,521.71,521.71,0.0,PayPal,Delivered,5.0,Organic Search
TXN_12462,2023-12-12,2023,12,Q4,Sports,Sportswear,Asia Pacific,Singapore,New Customer,1,774.2,47.82,726.38,726.38,0.0,Credit Card,Delivered,3.0,Organic Search
TXN_12463,2024-06-16,2024,6,Q2,Fashion,Footwear,North America,Canada,New Customer,1,81.54,3.61,77.93,77.93,8.83,PayPal,Delivered,5.0,Social Media
TXN_12464,2024-08-07,2024,8,Q3,Electronics,Audio,North America,Canada,New Customer,1,1431.18,84.42,1346.76,1346.76,0.0,Bank Transfer,Delivered,4.0,Paid Ads
TXN_12465,2022-02-27,2022,2,Q1,Fashion,Women Clothing,North America,USA,Returning Customer,1,24.67,0.97,23.7,23.7,24.15,COD,Delivered,5.0,Organic Search
TXN_12466,2023-03-19,2023,3,Q1,Fashion,Footwear,North America,USA,VIP Customer,1,351.21,65.62,285.59,285.59,5.06,Bank Transfer,Delivered,5.0,Email Campaign
TXN_12467,2022-09-16,2022,9,Q3,Home & Living,Furniture,Europe,Netherlands,Returning Customer,1,97.04,5.93,91.11,91.11,24.45,Bank Transfer,Processing,,Paid Ads
TXN_12468,2022-05-12,2022,5,Q2,Sports,Fitness Equipment,Asia Pacific,India,New Customer,1,765.44,75.82,689.62,689.62,0.0,Bank Transfer,Cancelled,,Paid Ads
TXN_12469,2022-12-23,2022,12,Q4,Electronics,Audio,Asia Pacific,Australia,New Customer,1,2297.9,55.98,2241.92,2241.92,0.0,Bank Transfer,Delivered,4.0,Paid Ads
TXN_12470,2023-11-29,2023,11,Q4,Home & Living,Decor,North America,Canada,New Customer,5,900.37,48.01,852.36,4261.8,0.0,Digital Wallet,Delivered,5.0,Organic Search
TXN_12471,2024-09-24,2024,9,Q3,Home & Living,Furniture,North America,Canada,Corporate,2,869.65,253.45,616.2,1232.4,0.0,COD,Delivered,4.0,Email Campaign
TXN_12472,2022-05-01,2022,5,Q2,Sports,Fitness Equipment,Latin America,Chile,Corporate,1,365.41,69.21,296.2,296.2,20.57,PayPal,Returned,,Organic Search
TXN_12473,2024-09-07,2024,9,Q3,Electronics,Audio,Asia Pacific,Japan,New Customer,1,1447.48,138.44,1309.04,1309.04,0.0,PayPal,Delivered,5.0,Email Campaign
TXN_12474,2023-08-15,2023,8,Q3,Home & Living,Kitchen,Asia Pacific,Japan,Returning Customer,1,60.15,2.36,57.79,57.79,14.17,PayPal,Delivered,5.0,Social Media
TXN_12475,2023-11-16,2023,11,Q4,Home & Living,Kitchen,North America,USA,Returning Customer,2,399.3,13.89,385.41,770.82,0.0,Credit Card,Delivered,4.0,Email Campaign
TXN_12476,2022-05-30,2022,5,Q2,Fashion,Accessories,Europe,Netherlands,VIP Customer,1,170.29,20.35,149.94,149.94,12.82,Bank Transfer,Delivered,5.0,Paid Ads
TXN_12477,2022-08-05,2022,8,Q3,Fashion,Accessories,Asia Pacific,Japan,New Customer,1,299.41,18.8,280.61,280.61,18.23,COD,Delivered,3.0,Email Campaign
TXN_12478,2022-11-03,2022,11,Q4,Home & Living,Decor,Europe,France,New Customer,1,774.92,7.38,767.54,767.54,0.0,Credit Card,Delivered,3.0,Organic Search
TXN_12479,2022-03-07,2022,3,Q1,Fashion,Men Clothing,Latin America,Chile,Returning Customer,1,42.27,1.03,41.24,41.24,17.74,COD,Delivered,5.0,Email Campaign
TXN_12480,2024-04-27,2024,4,Q2,Home & Living,Kitchen,Europe,UK,VIP Customer,1,252.66,59.48,193.18,193.18,6.77,Digital Wallet,Delivered,5.0,Email Campaign
TXN_12481,2024-06-28,2024,6,Q2,Fashion,Women Clothing,Europe,UK,New Customer,1,186.2,12.63,173.57,173.57,24.15,Digital Wallet,Delivered,5.0,Paid Ads
TXN_12482,2023-11-16,2023,11,Q4,Home & Living,Bedding,Asia Pacific,Japan,Returning Customer,1,238.44,14.15,224.29,224.29,16.87,Digital Wallet,Delivered,5.0,Email Campaign
TXN_12483,2023-10-01,2023,10,Q4,Home & Living,Decor,Latin America,Brazil,New Customer,1,369.49,31.15,338.34,338.34,13.38,PayPal,Delivered,5.0,Organic Search
TXN_12484,2022-01-18,2022,1,Q1,Fashion,Women Clothing,Latin America,Argentina,Returning Customer,1,189.79,3.54,186.25,186.25,10.12,Digital Wallet,Delivered,5.0,Organic Search
TXN_12485,2022-02-20,2022,2,Q1,Home & Living,Decor,North America,Canada,New Customer,1,198.37,15.89,182.48,182.48,21.84,PayPal,Delivered,5.0,Paid Ads
TXN_12486,2022-01-13,2022,1,Q1,Sports,Fitness Equipment,Europe,Netherlands,Returning Customer,1,567.83,9.55,558.28,558.28,0.0,COD,Delivered,3.0,Email Campaign
TXN_12487,2022-12-17,2022,12,Q4,Electronics,Smartphones,Asia Pacific,India,New Customer,1,1602.59,145.81,1456.78,1456.78,0.0,Credit Card,Processing,,Paid Ads
TXN_12488,2024-01-20,2024,1,Q1,Home & Living,Furniture,Latin America,Brazil,New Customer,2,1166.02,58.67,1107.35,2214.7,0.0,PayPal,Delivered,3.0,Paid Ads
TXN_12489,2024-01-31,2024,1,Q1,Electronics,Tablets,North America,Mexico,New Customer,1,1197.66,37.48,1160.18,1160.18,0.0,Digital Wallet,Delivered,5.0,Organic Search
TXN_12490,2024-08-21,2024,8,Q3,Fashion,Women Clothing,North America,Canada,Returning Customer,2,286.89,1.28,285.61,571.22,0.0,Credit Card,Delivered,5.0,Paid Ads
TXN_12491,2023-11-27,2023,11,Q4,Electronics,Laptops,Latin America,Chile,New Customer,1,2314.34,161.86,2152.48,2152.48,0.0,PayPal,Delivered,5.0,Paid Ads
TXN_12492,2022-05-18,2022,5,Q2,Fashion,Accessories,Europe,Netherlands,New Customer,2,451.62,36.3,415.32,830.64,0.0,Bank Transfer,Delivered,3.0,Paid Ads
TXN_12493,2023-11-11,2023,11,Q4,Home & Living,Kitchen,North America,Mexico,New Customer,1,256.62,13.19,243.43,243.43,8.36,Digital Wallet,Delivered,5.0,Email Campaign
TXN_12494,2022-11-29,2022,11,Q4,Fashion,Men Clothing,North America,USA,Returning Customer,2,426.86,26.25,400.61,801.22,0.0,COD,Shipped,,Direct
TXN_12495,2022-09-19,2022,9,Q3,Electronics,Laptops,Europe,Germany,New Customer,1,165.36,1.47,163.89,163.89,10.57,Bank Transfer,Delivered,1.0,Organic Search
TXN_12496,2023-03-09,2023,3,Q1,Sports,Sportswear,Europe,UK,VIP Customer,1,76.18,18.75,57.43,57.43,24.13,COD,Delivered,5.0,Email Campaign
TXN_12497,2023-02-06,2023,2,Q1,Fashion,Men Clothing,Europe,UK,New Customer,1,81.24,5.15,76.09,76.09,24.57,Bank Transfer,Delivered,5.0,Organic Search
TXN_12498,2022-11-02,2022,11,Q4,Sports,Fitness Equipment,Europe,Germany,New Customer,1,870.94,43.38,827.56,827.56,0.0,PayPal,Delivered,5.0,Paid Ads
TXN_12499,2022-07-31,2022,7,Q3,Home & Living,Decor,Asia Pacific,Japan,Returning Customer,1,109.08,8.47,100.61,100.61,7.61,Credit Card,Delivered,2.0,Social Media
TXN_12500,2024-05-05,2024,5,Q2,Sports,Outdoor Gear,North America,Canada,New Customer,1,221.44,4.36,217.08,217.08,18.64,Credit Card,Shipped,,Paid Ads
TXN_12501,2023-12-07,2023,12,Q4,Fashion,Women Clothing,Latin America,Argentina,Corporate,1,360.91,75.68,285.23,285.23,16.69,COD,Delivered,5.0,Email Campaign
TXN_12502,2023-04-05,2023,4,Q2,Fashion,Women Clothing,North America,Mexico,Returning Customer,2,31.0,0.5,30.5,61.0,16.96,Digital Wallet,Delivered,4.0,Organic Search
TXN_12503,2022-06-01,2022,6,Q2,Fashion,Accessories,Asia Pacific,Singapore,VIP Customer,2,522.35,55.44,466.91,933.82,0.0,PayPal,Processing,,Email Campaign
TXN_12504,2024-12-23,2024,12,Q4,Fashion,Women Clothing,North America,USA,Returning Customer,1,219.84,18.51,201.33,201.33,19.84,Bank Transfer,Delivered,5.0,Organic Search
TXN_12505,2022-05-17,2022,5,Q2,Sports,Sportswear,Latin America,Argentina,Returning Customer,1,150.71,8.55,142.16,142.16,21.03,PayPal,Delivered,5.0,Organic Search
TXN_12506,2022-08-31,2022,8,Q3,Home & Living,Bedding,Latin America,Brazil,New Customer,1,766.6,28.13,738.47,738.47,0.0,COD,Delivered,5.0,Direct
TXN_12507,2024-01-25,2024,1,Q1,Home & Living,Bedding,Latin America,Argentina,Corporate,1,1432.45,403.31,1029.14,1029.14,0.0,Credit Card,Delivered,5.0,Organic Search
TXN_12508,2024-02-24,2024,2,Q1,Home & Living,Decor,Latin America,Brazil,Returning Customer,3,153.65,15.55,138.1,414.3,12.87,Bank Transfer,Delivered,4.0,Paid Ads
TXN_12509,2022-05-04,2022,5,Q2,Electronics,Tablets,Asia Pacific,Australia,Returning Customer,1,635.98,2.3,633.68,633.68,0.0,Digital Wallet,Delivered,4.0,Organic Search
TXN_12510,2024-03-12,2024,3,Q1,Fashion,Women Clothing,Asia Pacific,Japan,New Customer,1,364.29,20.68,343.61,343.61,11.88,Bank Transfer,Delivered,4.0,Paid Ads
TXN_12511,2024-02-11,2024,2,Q1,Electronics,Laptops,Latin America,Brazil,Returning Customer,1,302.48,5.11,297.37,297.37,7.69,Credit Card,Delivered,5.0,Paid Ads
TXN_12512,2022-07-01,2022,7,Q3,Fashion,Footwear,Europe,France,VIP Customer,1,148.67,24.03,124.64,124.64,7.75,Bank Transfer,Delivered,4.0,Paid Ads
TXN_12513,2023-10-19,2023,10,Q4,Home & Living,Kitchen,Europe,UK,New Customer,1,1028.39,87.43,940.96,940.96,0.0,Credit Card,Delivered,4.0,Organic Search
TXN_12514,2024-12-29,2024,12,Q4,Fashion,Accessories,North America,Mexico,VIP Customer,1,478.4,77.09,401.31,401.31,17.79,Bank Transfer,Delivered,5.0,Social Media
TXN_12515,2022-06-23,2022,6,Q2,Fashion,Accessories,Asia Pacific,Japan,VIP Customer,1,139.78,21.08,118.7,118.7,9.79,PayPal,Delivered,3.0,Paid Ads
TXN_12516,2023-07-31,2023,7,Q3,Sports,Outdoor Gear,Europe,France,Returning Customer,1,650.04,23.71,626.33,626.33,0.0,PayPal,Delivered,5.0,Organic Search
TXN_12517,2023-04-06,2023,4,Q2,Fashion,Women Clothing,Asia Pacific,Japan,New Customer,1,475.69,1.65,474.04,474.04,18.79,Credit Card,Delivered,2.0,Social Media
TXN_12518,2022-06-11,2022,6,Q2,Fashion,Footwear,Latin America,Argentina,New Customer,1,40.12,3.93,36.19,36.19,10.34,Digital Wallet,Delivered,4.0,Paid Ads
TXN_12519,2024-03-10,2024,3,Q1,Home & Living,Kitchen,Latin America,Argentina,VIP Customer,1,1200.22,192.28,1007.94,1007.94,0.0,Bank Transfer,Delivered,5.0,Social Media
TXN_12520,2023-11-19,2023,11,Q4,Electronics,Laptops,Asia Pacific,Japan,VIP Customer,1,1352.01,249.65,1102.36,1102.36,0.0,Bank Transfer,Delivered,4.0,Paid Ads
TXN_12521,2024-03-15,2024,3,Q1,Sports,Outdoor Gear,Latin America,Brazil,Returning Customer,1,358.95,32.52,326.43,326.43,7.53,PayPal,Processing,,Direct
TXN_12522,2023-12-04,2023,12,Q4,Home & Living,Kitchen,Asia Pacific,India,Returning Customer,1,1225.75,111.33,1114.42,1114.42,0.0,COD,Delivered,3.0,Organic Search
TXN_12523,2023-11-12,2023,11,Q4,Fashion,Footwear,North America,Canada,New Customer,1,163.46,6.52,156.94,156.94,7.85,Bank Transfer,Delivered,3.0,Organic Search
TXN_12524,2024-02-20,2024,2,Q1,Electronics,Accessories,Asia Pacific,Singapore,New Customer,1,404.36,34.51,369.85,369.85,9.79,Digital Wallet,Delivered,4.0,Paid Ads
TXN_12525,2023-07-20,2023,7,Q3,Electronics,Laptops,Europe,France,New Customer,1,1877.99,110.52,1767.47,1767.47,0.0,Credit Card,Delivered,5.0,Social Media
TXN_12526,2023-06-29,2023,6,Q2,Fashion,Women Clothing,Latin America,Brazil,New Customer,1,561.48,16.05,545.43,545.43,0.0,Bank Transfer,Delivered,5.0,Paid Ads
TXN_12527,2023-02-05,2023,2,Q1,Home & Living,Decor,Europe,Netherlands,Corporate,2,1230.37,240.11,990.26,1980.52,0.0,Bank Transfer,Delivered,5.0,Organic Search
TXN_12528,2023-09-25,2023,9,Q3,Sports,Fitness Equipment,North America,Canada,Returning Customer,1,464.09,10.21,453.88,453.88,20.41,PayPal,Delivered,3.0,Paid Ads
TXN_12529,2022-08-02,2022,8,Q3,Fashion,Men Clothing,North America,Mexico,New Customer,1,329.9,24.11,305.79,305.79,14.91,COD,Processing,,Email Campaign
TXN_12530,2023-12-31,2023,12,Q4,Home & Living,Decor,Europe,UK,New Customer,1,220.08,16.06,204.02,204.02,13.93,COD,Delivered,4.0,Organic Search
TXN_12531,2023-07-30,2023,7,Q3,Electronics,Tablets,Europe,Germany,New Customer,5,908.83,133.55,775.28,3876.4,0.0,Bank Transfer,Delivered,4.0,Paid Ads
TXN_12532,2022-12-27,2022,12,Q4,Electronics,Accessories,Latin America,Argentina,Returning Customer,1,856.15,58.24,797.91,797.91,0.0,Digital Wallet,Delivered,4.0,Social Media
TXN_12533,2022-04-10,2022,4,Q2,Home & Living,Furniture,Latin America,Brazil,VIP Customer,2,974.94,121.42,853.52,1707.04,0.0,Credit Card,Delivered,4.0,Paid Ads
TXN_12534,2024-12-19,2024,12,Q4,Home & Living,Bedding,Asia Pacific,Japan,VIP Customer,1,535.75,89.31,446.44,446.44,14.06,COD,Delivered,5.0,Paid Ads
TXN_12535,2024-05-30,2024,5,Q2,Electronics,Accessories,Asia Pacific,Singapore,Returning Customer,1,417.19,19.53,397.66,397.66,7.23,Credit Card,Returned,,Paid Ads
TXN_12536,2022-04-06,2022,4,Q2,Electronics,Tablets,Europe,Netherlands,New Customer,1,1868.24,11.75,1856.49,1856.49,0.0,Bank Transfer,Delivered,5.0,Organic Search
TXN_12537,2023-10-29,2023,10,Q4,Home & Living,Furniture,North America,USA,Returning Customer,1,1383.54,66.94,1316.6,1316.6,0.0,PayPal,Delivered,5.0,Paid Ads
TXN_12538,2022-09-20,2022,9,Q3,Home & Living,Furniture,Asia Pacific,Japan,Returning Customer,1,500.09,33.13,466.96,466.96,23.91,Credit Card,Delivered,5.0,Email Campaign
TXN_12539,2024-05-21,2024,5,Q2,Sports,Fitness Equipment,Asia Pacific,Japan,Returning Customer,1,774.94,53.65,721.29,721.29,0.0,Credit Card,Delivered,5.0,Social Media
TXN_12540,2023-03-22,2023,3,Q1,Electronics,Accessories,North America,Canada,New Customer,1,1987.24,180.53,1806.71,1806.71,0.0,PayPal,Delivered,4.0,Social Media
